Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|P10644|KAP0_HUMAN,-0.48756247389391405,16.627731937577927,,0.08807429002180599,,-0.48756247389391405,0.08807429002180599,,,,,,,50,Mixed-effects model (Wald F-test on time),0.40893129742841616,False,Not significant,cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,PRKAR1A,P10644,KAP0_HUMAN,SwissProt
sp|O75935|DCTN3_HUMAN,-0.44058143253264886,12.283430224106532,,0.08838427162133118,,-0.44058143253264886,0.08838427162133118,,,,,,,50,Mixed-effects model (Wald F-test on time),0.40893129742841616,False,Not significant,Dynactin subunit 3,DCTN3,DCTN3,O75935,DCTN3_HUMAN,SwissProt
sp|P48740|MASP1_HUMAN,0.27395584077612223,21.90623198275412,,0.0884739410455246,,0.27395584077612223,0.0884739410455246,,,,,,,50,Mixed-effects model (Wald F-test on time),0.40893129742841616,False,Not significant,Mannan-binding lectin serine protease 1,MASP1,MASP1,P48740,MASP1_HUMAN,SwissProt
sp|P04179|SODM_HUMAN,-0.30448991673365533,15.837678915096426,,0.08860178110949017,,-0.30448991673365533,0.08860178110949017,,,,,,,50,Mixed-effects model (Wald F-test on time),0.40893129742841616,False,Not significant,"Superoxide dismutase [Mn], mitochondrial",SOD2,SOD2,P04179,SODM_HUMAN,SwissProt
sp|A0A0B4J1V0|HV315_HUMAN,0.23823756940023816,18.34339747490992,,0.08925940431213909,,0.23823756940023816,0.08925940431213909,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4099224989991918,False,Not significant,Immunoglobulin heavy variable 3-15,IGHV3-15,IGHV3-15,A0A0B4J1V0,HV315_HUMAN,SwissProt
sp|P12931|SRC_HUMAN,-0.5009117510444955,18.371932798898705,,0.08936525483360237,,-0.5009117510444955,0.08936525483360237,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4099224989991918,False,Not significant,Proto-oncogene tyrosine-protein kinase Src,SRC,SRC,P12931,SRC_HUMAN,SwissProt
sp|Q15517|CDSN_HUMAN,2.304442761551055,10.645729304572844,,0.08948758011186857,,2.304442761551055,0.08948758011186857,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4099224989991918,False,Not significant,Corneodesmosin,CDSN,CDSN,Q15517,CDSN_HUMAN,SwissProt
sp|P28676|GRAN_HUMAN,-0.4964332814230802,13.085543943758642,,0.08953570372877084,,-0.4964332814230802,0.08953570372877084,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4099224989991918,False,Not significant,Grancalcin,GCA,GCA,P28676,GRAN_HUMAN,SwissProt
sp|Q96JJ7|TMX3_HUMAN,1.2123180036142691,10.035052996452485,,0.09028241281338184,,1.2123180036142691,0.09028241281338184,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4123550401104415,False,Not significant,Protein disulfide-isomerase TMX3,TMX3,TMX3,Q96JJ7,TMX3_HUMAN,SwissProt
sp|Q9GZP0|PDGFD_HUMAN,-0.4406862741502292,12.446477808904525,,0.09042873686632488,,-0.4406862741502292,0.09042873686632488,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4123550401104415,False,Not significant,Platelet-derived growth factor D,PDGFD,PDGFD,Q9GZP0,PDGFD_HUMAN,SwissProt
sp|O15231|ZN185_HUMAN,0.9107573768590289,8.745154733798795,,0.09074020965888764,,0.9107573768590289,0.09074020965888764,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41294945713026715,False,Not significant,Zinc finger protein 185,ZNF185,ZNF185,O15231,ZN185_HUMAN,SwissProt
sp|Q96NZ9|PRAP1_HUMAN,0.8177728456108099,13.698891637711133,,0.09138356233970941,,0.8177728456108099,0.09138356233970941,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4149528963169323,False,Not significant,Proline-rich acidic protein 1,PRAP1,PRAP1,Q96NZ9,PRAP1_HUMAN,SwissProt
sp|P01614|KVD40_HUMAN / sp|A0A087WW87|KV240_HUMAN,0.293967486231033,20.978575751378486,,0.09154443282781444,,0.293967486231033,0.09154443282781444,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4149528963169323,False,Not significant,Immunoglobulin kappa variable 2D-40,IGKV2D-40 / IGKV2-40,IGKV2D-40 / IGKV2-40,P01614,,
sp|Q53H96|P5CR3_HUMAN,2.2019919862546455,9.085782844520015,,0.09276312975599778,,2.2019919862546455,0.09276312975599778,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Pyrroline-5-carboxylate reductase 3,PYCR3,PYCR3,Q53H96,P5CR3_HUMAN,SwissProt
sp|P23142|FBLN1_HUMAN,0.22261673396346707,21.46882027014327,,0.09288735138481827,,0.22261673396346707,0.09288735138481827,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Fibulin-1,FBLN1,FBLN1,P23142,FBLN1_HUMAN,SwissProt
sp|Q9H2G2|SLK_HUMAN,-0.4655823560436133,11.925978092268686,,0.09314183245860076,,-0.4655823560436133,0.09314183245860076,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,STE20-like serine/threonine-protein kinase,SLK,SLK,Q9H2G2,SLK_HUMAN,SwissProt
sp|Q96BZ4|PLD4_HUMAN,0.3383223134322574,12.944708523429636,,0.09315214353836036,,0.3383223134322574,0.09315214353836036,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,5'-3' exonuclease PLD4,PLD4,PLD4,Q96BZ4,PLD4_HUMAN,SwissProt
sp|P24592|IBP6_HUMAN,-0.3344135817928688,14.634898429545881,,0.09328436604115661,,-0.3344135817928688,0.09328436604115661,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Insulin-like growth factor-binding protein 6,IGFBP6,IGFBP6,P24592,IBP6_HUMAN,SwissProt
sp|Q6XQN6|PNCB_HUMAN,-0.39414905828719216,12.619997002638465,,0.09366507813420376,,-0.39414905828719216,0.09366507813420376,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Nicotinate phosphoribosyltransferase,NAPRT,NAPRT,Q6XQN6,PNCB_HUMAN,SwissProt
sp|A0A0C4DH42|HV366_HUMAN / sp|P01767|HV353_HUMAN,0.24879386516420157,22.318806022103285,,0.09371020631200899,,0.24879386516420157,0.09371020631200899,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Immunoglobulin heavy variable 3-66,IGHV3-66 / IGHV3-53,IGHV3-66 / IGHV3-53,A0A0C4DH42,,
sp|P48059|LIMS1_HUMAN,-0.4720184264998736,19.232363404383815,,0.09412912705196273,,-0.4720184264998736,0.09412912705196273,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,LIM and senescent cell antigen-like-containing domain protein 1,LIMS1,LIMS1,P48059,LIMS1_HUMAN,SwissProt
sp|P62310|LSM3_HUMAN,-0.6447411603851931,10.698833981519083,,0.0943261608562835,,-0.6447411603851931,0.0943261608562835,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,U6 snRNA-associated Sm-like protein LSm3,LSM3,LSM3,P62310,LSM3_HUMAN,SwissProt
sp|P61225|RAP2B_HUMAN,-0.35764399870499664,14.415396912766521,,0.09445118949070194,,-0.35764399870499664,0.09445118949070194,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Ras-related protein Rap-2b,RAP2B,RAP2B,P61225,RAP2B_HUMAN,SwissProt
sp|Q9BXS5|AP1M1_HUMAN,0.26543166668367335,12.596723891554849,,0.09476861954853652,,0.26543166668367335,0.09476861954853652,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,AP-1 complex subunit mu-1,AP1M1,AP1M1,Q9BXS5,AP1M1_HUMAN,SwissProt
sp|Q9NRB3|CHSTC_HUMAN,0.16096616579522882,15.921847158506672,,0.09480981110174583,,0.16096616579522882,0.09480981110174583,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Carbohydrate sulfotransferase 12,CHST12,CHST12,Q9NRB3,CHSTC_HUMAN,SwissProt
sp|O95865|DDAH2_HUMAN,-0.3073025646276634,12.190705704781873,,0.09495686741021384,,-0.3073025646276634,0.09495686741021384,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Putative hydrolase DDAH2,DDAH2,DDAH2,O95865,DDAH2_HUMAN,SwissProt
sp|P01877|IGHA2_HUMAN,0.24992014699463327,24.899051968295556,,0.09515639136329533,,0.24992014699463327,0.09515639136329533,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Immunoglobulin heavy constant alpha 2,IGHA2,IGHA2,P01877,IGHA2_HUMAN,SwissProt
sp|P06756|ITAV_HUMAN,-0.16187492532926773,12.849053520487402,,0.09519122600528179,,-0.16187492532926773,0.09519122600528179,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Integrin alpha-V,ITGAV,ITGAV,P06756,ITAV_HUMAN,SwissProt
sp|P62942|FKB1A_HUMAN,-0.34647882394482743,13.87482349962314,,0.095244261499713,,-0.34647882394482743,0.095244261499713,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,FKBP1A,P62942,FKB1A_HUMAN,SwissProt
sp|P01772|HV333_HUMAN,0.24682239195287142,22.355832878833876,,0.0953972831142529,,0.24682239195287142,0.0953972831142529,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Immunoglobulin heavy variable 3-33,IGHV3-33,IGHV3-33,P01772,HV333_HUMAN,SwissProt
sp|P18085|ARF4_HUMAN,-0.5021196834475781,15.059299519502888,,0.09540325236948988,,-0.5021196834475781,0.09540325236948988,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,ADP-ribosylation factor 4,ARF4,ARF4,P18085,ARF4_HUMAN,SwissProt
sp|P52565|GDIR1_HUMAN,-0.36339744009215524,14.779102736068017,,0.0955012105392569,,-0.36339744009215524,0.0955012105392569,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4171317241944555,False,Not significant,Rho GDP-dissociation inhibitor 1,ARHGDIA,ARHGDIA,P52565,GDIR1_HUMAN,SwissProt
sp|Q9Y5Y7|LYVE1_HUMAN,0.23705040642468833,16.325551968074688,,0.09580359401548229,,0.23705040642468833,0.09580359401548229,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Lymphatic vessel endothelial hyaluronic acid receptor 1,LYVE1,LYVE1,Q9Y5Y7,LYVE1_HUMAN,SwissProt
sp|O43639|NCK2_HUMAN,-0.3909579090393888,13.346003214403979,,0.09651847704793054,,-0.3909579090393888,0.09651847704793054,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Cytoplasmic protein NCK2,NCK2,NCK2,O43639,NCK2_HUMAN,SwissProt
sp|P47813|IF1AX_HUMAN,0.3312791808024912,13.38576391219729,,0.09654334543006446,,0.3312791808024912,0.09654334543006446,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,"Eukaryotic translation initiation factor 1A, X-chromosomal",EIF1AX,EIF1AX,P47813,IF1AX_HUMAN,SwissProt
sp|P26373|RL13_HUMAN,-2.1316052172891258,9.683985873334924,,0.09656500018382928,,-2.1316052172891258,0.09656500018382928,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Large ribosomal subunit protein eL13,RPL13,RPL13,P26373,RL13_HUMAN,SwissProt
sp|Q06830|PRDX1_HUMAN,-0.3136963085050922,16.04966364299491,,0.09665513825610596,,-0.3136963085050922,0.09665513825610596,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Peroxiredoxin-1,PRDX1,PRDX1,Q06830,PRDX1_HUMAN,SwissProt
sp|Q92520|FAM3C_HUMAN,-0.34423738940339804,13.346308626244113,,0.09678717303958244,,-0.34423738940339804,0.09678717303958244,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Protein FAM3C,FAM3C,FAM3C,Q92520,FAM3C_HUMAN,SwissProt
sp|O60568|PLOD3_HUMAN,-0.29601414449864044,14.972379675886065,,0.09742621104340604,,-0.29601414449864044,0.09742621104340604,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,PLOD3,PLOD3,O60568,PLOD3_HUMAN,SwissProt
sp|P01860|IGHG3_HUMAN,0.28418807743278995,25.62971156353126,,0.0976991684473787,,0.28418807743278995,0.0976991684473787,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Immunoglobulin heavy constant gamma 3,IGHG3,IGHG3,P01860,IGHG3_HUMAN,SwissProt
sp|P40925|MDHC_HUMAN,-0.4053053160081447,15.285411503804944,,0.09774503435471191,,-0.4053053160081447,0.09774503435471191,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,"Malate dehydrogenase, cytoplasmic",MDH1,MDH1,P40925,MDHC_HUMAN,SwissProt
sp|Q9Y279|VSIG4_HUMAN,0.3943047450857357,14.208823209061656,,0.09788130082166772,,0.3943047450857357,0.09788130082166772,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,V-set and immunoglobulin domain-containing protein 4,VSIG4,VSIG4,Q9Y279,VSIG4_HUMAN,SwissProt
sp|Q13404|UB2V1_HUMAN,0.6695974122756653,15.272134915708394,,0.09790911056018792,,0.6695974122756653,0.09790911056018792,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,UBE2V1,Q13404,UB2V1_HUMAN,SwissProt
sp|Q9NR31|SAR1A_HUMAN,-0.31660227413922326,14.521548296363365,,0.09811881352690449,,-0.31660227413922326,0.09811881352690449,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Small COPII coat GTPase SAR1A,SAR1A,SAR1A,Q9NR31,SAR1A_HUMAN,SwissProt
sp|P01857|IGHG1_HUMAN,0.3252625385775065,25.829873412229837,,0.09816594595177108,,0.3252625385775065,0.09816594595177108,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Immunoglobulin heavy constant gamma 1,IGHG1,IGHG1,P01857,IGHG1_HUMAN,SwissProt
sp|P08514|ITA2B_HUMAN,-0.45787321689495286,22.296271994641916,,0.09817047473065213,,-0.45787321689495286,0.09817047473065213,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4175908253468038,False,Not significant,Integrin alpha-IIb,ITGA2B,ITGA2B,P08514,ITA2B_HUMAN,SwissProt
sp|P17301|ITA2_HUMAN,-0.3674483939422966,17.355774644484026,,0.09837371875848348,,-0.3674483939422966,0.09837371875848348,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41767612433769524,False,Not significant,Integrin alpha-2,ITGA2,ITGA2,P17301,ITA2_HUMAN,SwissProt
sp|P31150|GDIA_HUMAN,-0.4058756269724412,16.27971076401364,,0.09911673588221381,,-0.4058756269724412,0.09911673588221381,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,Rab GDP dissociation inhibitor alpha,GDI1,GDI1,P31150,GDIA_HUMAN,SwissProt
sp|P13224|GP1BB_HUMAN,-0.4970562418150393,19.463975656668495,,0.0991199105102945,,-0.4970562418150393,0.0991199105102945,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,Platelet glycoprotein Ib beta chain,GP1BB,GP1BB,P13224,GP1BB_HUMAN,SwissProt
sp|O60704|TPST2_HUMAN,-0.30103499199201317,15.071195372250704,,0.0992591976747441,,-0.30103499199201317,0.0992591976747441,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,Protein-tyrosine sulfotransferase 2,TPST2,TPST2,O60704,TPST2_HUMAN,SwissProt
sp|Q9BVC6|TM109_HUMAN,0.45394781907079074,12.210017865066323,,0.09938544512811093,,0.45394781907079074,0.09938544512811093,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,Voltage-gated monoatomic cation channel TMEM109,TMEM109,TMEM109,Q9BVC6,TM109_HUMAN,SwissProt
sp|Q5XPI4|RN123_HUMAN,0.4043789875336108,15.649926018942015,,0.09968703142648794,,0.4043789875336108,0.09968703142648794,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,E3 ubiquitin-protein ligase RNF123,RNF123,RNF123,Q5XPI4,RN123_HUMAN,SwissProt
sp|Q01518|CAP1_HUMAN,-0.413368299669834,18.55383792497171,,0.09973324606923387,,-0.413368299669834,0.09973324606923387,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,Adenylyl cyclase-associated protein 1,CAP1,CAP1,Q01518,CAP1_HUMAN,SwissProt
sp|P19367|HXK1_HUMAN,-0.4087586252837902,15.636007343567723,,0.09987014134499918,,-0.4087586252837902,0.09987014134499918,,,,,,,50,Mixed-effects model (Wald F-test on time),0.41857338651948184,False,Not significant,Hexokinase-1,HK1,HK1,P19367,HXK1_HUMAN,SwissProt
sp|P36955|PEDF_HUMAN,0.20221920192668957,18.559628504464698,,0.10061497559445871,,0.20221920192668957,0.10061497559445871,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42092136578966216,False,Not significant,Pigment epithelium-derived factor,SERPINF1,SERPINF1,P36955,PEDF_HUMAN,SwissProt
sp|Q9UDY2|ZO2_HUMAN,-0.5370469446039863,15.665672045294889,,0.10089666198656626,,-0.5370469446039863,0.10089666198656626,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4210757139571585,False,Not significant,Tight junction protein ZO-2,TJP2,TJP2,Q9UDY2,ZO2_HUMAN,SwissProt
sp|Q13103|SPP24_HUMAN,0.22389007620894838,20.738222904893053,,0.10102123488358145,,0.22389007620894838,0.10102123488358145,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4210757139571585,False,Not significant,Secreted phosphoprotein 24,SPP2,SPP2,Q13103,SPP24_HUMAN,SwissProt
sp|Q92954|PRG4_HUMAN,-0.148540955992414,20.198378685517476,,0.10151484429134074,,-0.148540955992414,0.10151484429134074,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,Proteoglycan 4,PRG4,PRG4,Q92954,PRG4_HUMAN,SwissProt
sp|Q562R1|ACTBL_HUMAN,-0.4301794453936451,21.900525874219753,,0.1015753850620701,,-0.4301794453936451,0.1015753850620701,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,Beta-actin-like protein 2,ACTBL2,ACTBL2,Q562R1,ACTBL_HUMAN,SwissProt
sp|P19652|A1AG2_HUMAN,0.2870194126679145,19.17748131565064,,0.10182596114593642,,0.2870194126679145,0.10182596114593642,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,Alpha-1-acid glycoprotein 2,ORM2,ORM2,P19652,A1AG2_HUMAN,SwissProt
sp|Q14203|DCTN1_HUMAN,-0.23007787427170573,15.216340231042684,,0.10198740644121725,,-0.23007787427170573,0.10198740644121725,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,Dynactin subunit 1,DCTN1,DCTN1,Q14203,DCTN1_HUMAN,SwissProt
sp|P62736|ACTA_HUMAN,-0.4603407214400434,23.83047157314974,,0.10218721586130289,,-0.4603407214400434,0.10218721586130289,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,"Actin, aortic smooth muscle",ACTA2,ACTA2,P62736,ACTA_HUMAN,SwissProt
sp|P02765|FETUA_HUMAN,0.4142186095101019,20.747658635601464,,0.10238143447715459,,0.4142186095101019,0.10238143447715459,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,Alpha-2-HS-glycoprotein,AHSG,AHSG,P02765,FETUA_HUMAN,SwissProt
sp|Q99832|TCPH_HUMAN,0.455366151471577,15.13194739682125,,0.10243830167426464,,0.455366151471577,0.10243830167426464,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,T-complex protein 1 subunit eta,CCT7,CCT7,Q99832,TCPH_HUMAN,SwissProt
sp|P04180|LCAT_HUMAN,0.31006559041398274,16.562623244510608,,0.10255651215837853,,0.31006559041398274,0.10255651215837853,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4213132391371226,False,Not significant,Phosphatidylcholine-sterol acyltransferase,LCAT,LCAT,P04180,LCAT_HUMAN,SwissProt
sp|P16152|CBR1_HUMAN,0.2597691091574709,13.402427037999026,,0.10286234366687336,,0.2597691091574709,0.10286234366687336,,,,,,,50,Mixed-effects model (Wald F-test on time),0.421809610720272,False,Not significant,Carbonyl reductase [NADPH] 1,CBR1,CBR1,P16152,CBR1_HUMAN,SwissProt
sp|P16157|ANK1_HUMAN,0.7824052586134288,16.9145395773901,,0.1033351601299211,,0.7824052586134288,0.1033351601299211,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Ankyrin-1,ANK1,ANK1,P16157,ANK1_HUMAN,SwissProt
sp|P25789|PSA4_HUMAN,0.3170289341205672,19.124168489101336,,0.10355029038135811,,0.3170289341205672,0.10355029038135811,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Proteasome subunit alpha type-4,PSMA4,PSMA4,P25789,PSA4_HUMAN,SwissProt
sp|P15498|VAV_HUMAN,-0.49708659065942545,11.37559679161506,,0.10377922715651078,,-0.49708659065942545,0.10377922715651078,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Proto-oncogene vav,VAV1,VAV1,P15498,VAV_HUMAN,SwissProt
sp|P01266|THYG_HUMAN,0.1518315914574897,17.91073157121185,,0.10384729119577973,,0.1518315914574897,0.10384729119577973,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Thyroglobulin,TG,TG,P01266,THYG_HUMAN,SwissProt
sp|Q9BS26|ERP44_HUMAN,-0.14276750126905619,17.06483689580483,,0.10413188452672897,,-0.14276750126905619,0.10413188452672897,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Endoplasmic reticulum resident protein 44,ERP44,ERP44,Q9BS26,ERP44_HUMAN,SwissProt
sp|P62937|PPIA_HUMAN,-0.4894653631709929,19.623085607367578,,0.10432975975332714,,-0.4894653631709929,0.10432975975332714,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Peptidyl-prolyl cis-trans isomerase A,PPIA,PPIA,P62937,PPIA_HUMAN,SwissProt
sp|P32942|ICAM3_HUMAN,0.12451653721712576,17.24942278764398,,0.10466441973567615,,0.12451653721712576,0.10466441973567615,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Intercellular adhesion molecule 3,ICAM3,ICAM3,P32942,ICAM3_HUMAN,SwissProt
sp|O00533|NCHL1_HUMAN,0.3345838106626175,18.22788643587977,,0.10480427982852733,,0.3345838106626175,0.10480427982852733,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Neural cell adhesion molecule L1-like protein,CHL1,CHL1,O00533,NCHL1_HUMAN,SwissProt
sp|Q9BSF0|SMAKA_HUMAN,-0.5059009898612222,11.69085332655255,,0.10484596167066593,,-0.5059009898612222,0.10484596167066593,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,Small membrane A-kinase anchor protein,C2orf88,C2orf88,Q9BSF0,SMAKA_HUMAN,SwissProt
sp|P30405|PPIF_HUMAN,-0.600901015348549,13.35762770142012,,0.10493309571046473,,-0.600901015348549,0.10493309571046473,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42269868943438094,False,Not significant,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF,PPIF,P30405,PPIF_HUMAN,SwissProt
sp|P16109|LYAM3_HUMAN,-0.18500601395356747,18.4686168303505,,0.1051603241377482,,-0.18500601395356747,0.1051603241377482,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4228669118766594,False,Not significant,P-selectin,SELP,SELP,P16109,LYAM3_HUMAN,SwissProt
sp|P68133|ACTS_HUMAN / sp|P68032|ACTC_HUMAN,-0.45808181570080253,23.866713497375724,,0.10597533784563386,,-0.45808181570080253,0.10597533784563386,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42539396177472744,False,Not significant,"Actin, alpha skeletal muscle",ACTA1 / ACTC1,ACTA1 / ACTC1,P68133,,
sp|P18428|LBP_HUMAN,0.4988867464474483,20.677858633510386,,0.10623111990441589,,0.4988867464474483,0.10623111990441589,,,,,,,50,Mixed-effects model (Wald F-test on time),0.42567127132173677,False,Not significant,Lipopolysaccharide-binding protein,LBP,LBP,P18428,LBP_HUMAN,SwissProt
sp|O95497|VNN1_HUMAN,-0.787111379587208,12.323505404964665,,0.10731718228703778,,-0.787111379587208,0.10731718228703778,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4287263677782581,False,Not significant,Pantetheinase,VNN1,VNN1,O95497,VNN1_HUMAN,SwissProt
sp|Q14964|RB39A_HUMAN,-0.41068288529085917,13.326267128255177,,0.1075968086352949,,-0.41068288529085917,0.1075968086352949,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4287263677782581,False,Not significant,Ras-related protein Rab-39A,RAB39A,RAB39A,Q14964,RB39A_HUMAN,SwissProt
sp|Q9NZN3|EHD3_HUMAN,-0.44915918813249206,18.158095495635123,,0.10768221604940065,,-0.44915918813249206,0.10768221604940065,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4287263677782581,False,Not significant,EH domain-containing protein 3,EHD3,EHD3,Q9NZN3,EHD3_HUMAN,SwissProt
sp|O43312|MTSS1_HUMAN / sp|Q765P7|MTSS2_HUMAN,-1.02448351944495,9.971503865576828,,0.10785415181926246,,-1.02448351944495,0.10785415181926246,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4287263677782581,False,Not significant,Protein MTSS 1,MTSS1 / MTSS2,MTSS1 / MTSS2,O43312,,
sp|O95428|PPN_HUMAN,0.5552925384343297,11.77024652404511,,0.10811295837241466,,0.5552925384343297,0.10811295837241466,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4287263677782581,False,Not significant,Papilin,PAPLN,PAPLN,O95428,PPN_HUMAN,SwissProt
sp|Q86UD1|OAF_HUMAN,0.3204237048790899,16.556382255294576,,0.10812178134758703,,0.3204237048790899,0.10812178134758703,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4287263677782581,False,Not significant,Out at first protein homolog,OAF,OAF,Q86UD1,OAF_HUMAN,SwissProt
sp|P48378|RFX2_HUMAN,0.4784929940535349,11.709861465732477,,0.10835493323522383,,0.4784929940535349,0.10835493323522383,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4289049440560943,False,Not significant,DNA-binding protein RFX2,RFX2,RFX2,P48378,RFX2_HUMAN,SwissProt
sp|P00558|PGK1_HUMAN,-0.40615824802497114,18.13018402697066,,0.10916444036724209,,-0.40615824802497114,0.10916444036724209,,,,,,,50,Mixed-effects model (Wald F-test on time),0.4306291525096583,False,Not significant,Phosphoglycerate kinase 1,PGK1,PGK1,P00558,PGK1_HUMAN,SwissProt
